COMPRO_TIENDA,SEXO,EDAD,ESTADO_CIVIL,PROFESION
FALSO,M,45,Casado,Profesional
FALSO,M,45,Casado,Profesional
FALSO,F,36,Casado,Ejecutivo
FALSO,F,36,Casado,Ejecutivo
VERDADERO,F,36,Casado,Ejecutivo
FALSO,F,36,Casado,Ejecutivo
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
VERDADERO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,65,Casado,Otra
FALSO,F,65,Casado,Otra
FALSO,M,45,Desconocido,Comerciantes
FALSO,M,45,Desconocido,Comerciantes
FALSO,F,28,Soltero,Estudiante
FALSO,F,28,Soltero,Estudiante
FALSO,F,26,Soltero,Estudiante
FALSO,F,26,Soltero,Estudiante
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
VERDADERO,M,24,Soltero,Profesional
VERDADERO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,25,Casado,Ventas
FALSO,M,25,Casado,Ventas
FALSO,M,26,Soltero,Retail
FALSO,M,26,Soltero,Retail
FALSO,M,26,Soltero,Retail
FALSO,M,26,Desconocido,Otra
FALSO,M,26,Desconocido,Otra
FALSO,M,26,Desconocido,Otra
FALSO,M,26,Desconocido,Otra
VERDADERO,F,43,Desconocido,Hosteleria
FALSO,F,20,Casado,Otra
FALSO,F,44,Desconocido,Hosteleria
FALSO,F,44,Desconocido,Hosteleria
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
VERDADERO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,M,29,Casado,Otra
VERDADERO,M,29,Casado,Otra
VERDADERO,M,29,Casado,Otra
VERDADERO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,42,Desconocido,Hosteleria
FALSO,F,42,Desconocido,Hosteleria
FALSO,F,68,Casado,Otra
FALSO,F,68,Casado,Otra
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,53,Desconocido,Hosteleria
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
VERDADERO,M,27,Soltero,Ventas
VERDADERO,M,27,Soltero,Ventas
FALSO,M,27,Soltero,Ventas
FALSO,M,27,Soltero,Ventas
FALSO,M,27,Soltero,Ventas
FALSO,M,42,Casado,Comerciantes
FALSO,M,42,Casado,Comerciantes
FALSO,M,42,Casado,Comerciantes
FALSO,M,42,Casado,Comerciantes
VERDADERO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
FALSO,F,34,Desconocido,Hosteleria
FALSO,F,34,Desconocido,Hosteleria
FALSO,F,34,Desconocido,Hosteleria
VERDADERO,M,27,Soltero,Ejecutivo
VERDADERO,M,27,Soltero,Ejecutivo
FALSO,M,27,Soltero,Ejecutivo
FALSO,M,27,Soltero,Ejecutivo
FALSO,M,27,Soltero,Ejecutivo
VERDADERO,M,19,Soltero,Comerciantes
VERDADERO,M,19,Soltero,Comerciantes
FALSO,M,19,Soltero,Comerciantes
FALSO,M,43,Casado,Ventas
FALSO,M,43,Casado,Ventas
FALSO,M,43,Casado,Ventas
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,M,17,Soltero,Estudiante
FALSO,M,17,Soltero,Estudiante
FALSO,M,17,Soltero,Estudiante
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,66,Casado,Jubilado
FALSO,F,66,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
FALSO,M,53,Casado,Jubilado
VERDADERO,F,22,Soltero,Hosteleria
VERDADERO,F,22,Soltero,Hosteleria
VERDADERO,F,25,Soltero,Estudiante
FALSO,F,25,Soltero,Estudiante
FALSO,M,40,Casado,Jubilado
FALSO,M,40,Casado,Jubilado
FALSO,M,40,Casado,Jubilado
FALSO,M,40,Casado,Jubilado
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
VERDADERO,F,33,Casado,Otra
FALSO,F,22,Soltero,Estudiante
FALSO,F,22,Soltero,Estudiante
FALSO,F,21,Soltero,Profesional
FALSO,F,21,Soltero,Profesional
FALSO,F,68,Casado,Otra
FALSO,F,68,Casado,Otra
FALSO,M,36,Casado,Ejecutivo
FALSO,M,36,Casado,Ejecutivo
VERDADERO,M,29,Soltero,Ventas
VERDADERO,M,29,Soltero,Ventas
FALSO,M,29,Soltero,Ventas
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,40,Desconocido,Hosteleria
VERDADERO,F,40,Desconocido,Hosteleria
VERDADERO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,56,Casado,Otra
FALSO,F,56,Casado,Otra
FALSO,F,56,Casado,Otra
FALSO,M,22,Soltero,Profesional
FALSO,M,22,Soltero,Profesional
FALSO,F,56,Casado,Otra
FALSO,F,56,Casado,Otra
FALSO,M,44,Casado,Comerciantes
VERDADERO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
VERDADERO,M,33,Soltero,Comerciantes
FALSO,M,33,Soltero,Comerciantes
VERDADERO,M,33,Soltero,Comerciantes
FALSO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,20,Soltero,Profesional
FALSO,F,20,Soltero,Profesional
FALSO,F,20,Soltero,Profesional
FALSO,M,41,Casado,Ventas
FALSO,M,41,Casado,Ventas
FALSO,F,60,Casado,Otra
FALSO,F,60,Casado,Otra
VERDADERO,F,60,Casado,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,M,44,Casado,Otra
VERDADERO,M,44,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
VERDADERO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,37,Casado,Ventas
FALSO,F,37,Casado,Ventas
FALSO,M,20,Soltero,Ventas
VERDADERO,M,20,Soltero,Ventas
FALSO,M,20,Soltero,Ventas
FALSO,F,34,Casado,Hosteleria
FALSO,F,34,Casado,Hosteleria
FALSO,M,57,Casado,Otra
FALSO,M,57,Casado,Otra
FALSO,M,57,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,M,45,Casado,Otra
FALSO,F,40,Casado,Profesional
FALSO,F,40,Casado,Profesional
FALSO,M,27,Casado,Profesional
FALSO,M,27,Casado,Profesional
FALSO,F,34,Casado,Otra
FALSO,F,34,Casado,Otra
FALSO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
FALSO,M,43,Casado,Otra
FALSO,M,43,Casado,Otra
FALSO,F,21,Soltero,Hosteleria
FALSO,F,21,Soltero,Hosteleria
FALSO,F,21,Soltero,Hosteleria
VERDADERO,F,21,Soltero,Hosteleria
FALSO,F,25,Soltero,Otra
VERDADERO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,26,Casado,Otra
FALSO,F,26,Casado,Otra
FALSO,F,26,Casado,Otra
FALSO,M,18,Soltero,Estudiante
FALSO,M,18,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
VERDADERO,F,27,Soltero,Otra
VERDADERO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,43,Desconocido,Hosteleria
FALSO,F,43,Desconocido,Hosteleria
FALSO,M,36,Casado,Ventas
FALSO,M,36,Casado,Ventas
FALSO,M,36,Casado,Ventas
FALSO,M,36,Casado,Ventas
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,24,Soltero,Profesional
FALSO,M,21,Soltero,Estudiante
FALSO,M,21,Soltero,Estudiante
FALSO,M,21,Soltero,Estudiante
FALSO,F,47,Desconocido,Hosteleria
FALSO,F,47,Desconocido,Hosteleria
FALSO,M,24,Soltero,Otra
FALSO,M,24,Soltero,Otra
FALSO,M,24,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,35,Soltero,Otra
FALSO,M,35,Soltero,Otra
FALSO,F,58,Casado,Otra
FALSO,F,58,Casado,Otra
FALSO,F,33,Soltero,Retail
FALSO,F,33,Soltero,Retail
FALSO,F,33,Soltero,Retail
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,43,Casado,Profesional
FALSO,M,43,Casado,Profesional
FALSO,M,43,Casado,Profesional
FALSO,M,43,Casado,Profesional
FALSO,M,43,Casado,Profesional
FALSO,F,29,Soltero,Ventas
FALSO,F,29,Soltero,Ventas
FALSO,F,64,Desconocido,Hosteleria
FALSO,F,64,Desconocido,Hosteleria
FALSO,M,24,Soltero,Otra
FALSO,M,24,Soltero,Otra
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Otra
FALSO,F,34,Soltero,Otra
FALSO,F,34,Soltero,Otra
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,M,48,Casado,Profesional
FALSO,M,48,Casado,Profesional
FALSO,M,48,Casado,Profesional
FALSO,M,48,Casado,Profesional
FALSO,M,48,Casado,Profesional
FALSO,M,46,Casado,Profesional
FALSO,M,46,Casado,Profesional
FALSO,M,46,Casado,Profesional
FALSO,F,32,Casado,Otra
VERDADERO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
VERDADERO,M,22,Soltero,Otra
VERDADERO,M,22,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,F,22,Soltero,Retail
FALSO,F,22,Soltero,Retail
FALSO,M,18,Soltero,Estudiante
FALSO,M,18,Soltero,Estudiante
FALSO,M,18,Soltero,Estudiante
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,F,32,Desconocido,Otra
FALSO,F,32,Desconocido,Otra
FALSO,F,27,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
FALSO,F,27,Soltero,Estudiante
VERDADERO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,50,Casado,Jubilado
FALSO,M,50,Casado,Jubilado
FALSO,M,50,Casado,Jubilado
FALSO,M,23,Soltero,Profesional
FALSO,M,23,Soltero,Profesional
FALSO,F,21,Soltero,Retail
FALSO,F,21,Soltero,Retail
FALSO,F,37,Desconocido,Otra
FALSO,F,37,Desconocido,Otra
FALSO,F,37,Desconocido,Otra
FALSO,F,37,Desconocido,Otra
FALSO,F,37,Desconocido,Otra
VERDADERO,M,24,Soltero,Comerciantes
VERDADERO,M,24,Soltero,Comerciantes
FALSO,M,24,Soltero,Comerciantes
VERDADERO,M,32,Casado,Ejecutivo
FALSO,M,32,Casado,Ejecutivo
FALSO,M,32,Casado,Ejecutivo
FALSO,F,45,Casado,Otra
FALSO,F,45,Casado,Otra
FALSO,M,42,Desconocido,Comerciantes
FALSO,M,42,Desconocido,Comerciantes
FALSO,M,42,Desconocido,Comerciantes
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,M,21,Soltero,Retail
FALSO,M,21,Soltero,Retail
FALSO,M,21,Soltero,Retail
FALSO,M,21,Soltero,Retail
VERDADERO,M,27,Soltero,Profesional
VERDADERO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,F,64,Casado,Otra
FALSO,F,64,Casado,Otra
FALSO,M,41,Casado,Profesional
FALSO,M,41,Casado,Profesional
FALSO,M,43,Casado,Jubilado
FALSO,M,43,Casado,Jubilado
FALSO,M,43,Casado,Jubilado
FALSO,M,43,Casado,Jubilado
FALSO,M,43,Casado,Jubilado
FALSO,M,43,Casado,Jubilado
FALSO,F,29,Soltero,Profesional
FALSO,F,29,Soltero,Profesional
VERDADERO,M,34,Soltero,Otra
VERDADERO,M,34,Soltero,Otra
FALSO,F,20,Soltero,Estudiante
FALSO,F,20,Soltero,Estudiante
FALSO,F,20,Soltero,Profesional
FALSO,F,20,Soltero,Profesional
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
VERDADERO,M,33,Soltero,Estudiante
FALSO,M,33,Soltero,Estudiante
FALSO,M,33,Soltero,Estudiante
FALSO,M,20,Soltero,Estudiante
FALSO,M,20,Soltero,Estudiante
FALSO,F,25,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
VERDADERO,F,34,Casado,Otra
FALSO,F,34,Casado,Otra
FALSO,F,34,Casado,Otra
FALSO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
FALSO,F,21,Soltero,Ventas
FALSO,F,21,Soltero,Ventas
FALSO,F,34,Soltero,Otra
FALSO,F,34,Soltero,Otra
FALSO,M,34,Casado,Ventas
VERDADERO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,32,Soltero,Comerciantes
FALSO,M,32,Soltero,Comerciantes
FALSO,M,32,Soltero,Comerciantes
FALSO,F,52,Desconocido,Ventas
FALSO,F,52,Desconocido,Ventas
FALSO,F,52,Desconocido,Ventas
VERDADERO,F,52,Desconocido,Ventas
FALSO,F,52,Desconocido,Ventas
FALSO,F,23,Soltero,Hosteleria
FALSO,F,23,Soltero,Hosteleria
FALSO,F,36,Casado,Ejecutivo
FALSO,F,36,Casado,Ejecutivo
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
VERDADERO,M,26,Soltero,Comerciantes
VERDADERO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,30,Casado,Otra
FALSO,M,30,Casado,Otra
FALSO,M,30,Casado,Otra
FALSO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,F,43,Desconocido,Hosteleria
FALSO,F,43,Desconocido,Hosteleria
FALSO,F,43,Desconocido,Hosteleria
FALSO,F,43,Desconocido,Hosteleria
FALSO,M,45,Casado,Jubilado
FALSO,M,45,Casado,Jubilado
FALSO,M,45,Casado,Jubilado
FALSO,M,45,Casado,Jubilado
FALSO,M,45,Casado,Jubilado
VERDADERO,M,27,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
VERDADERO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,19,Soltero,Retail
FALSO,F,19,Soltero,Retail
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,48,Casado,Otra
FALSO,M,48,Casado,Otra
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,F,49,Casado,Otra
FALSO,F,49,Casado,Otra
VERDADERO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
FALSO,M,44,Casado,Comerciantes
FALSO,F,30,Casado,Otra
VERDADERO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,28,Soltero,Profesional
FALSO,F,28,Soltero,Profesional
VERDADERO,F,23,Casado,Retail
FALSO,F,23,Casado,Retail
FALSO,F,23,Casado,Retail
FALSO,F,23,Casado,Retail
FALSO,F,23,Casado,Retail
FALSO,F,28,Casado,Retail
FALSO,F,28,Casado,Retail
FALSO,F,28,Casado,Retail
FALSO,F,57,Desconocido,Hosteleria
FALSO,F,57,Desconocido,Hosteleria
VERDADERO,F,57,Desconocido,Hosteleria
FALSO,F,45,Casado,Hosteleria
FALSO,F,45,Casado,Hosteleria
FALSO,F,45,Casado,Hosteleria
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,29,Soltero,Ventas
FALSO,F,29,Soltero,Ventas
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,36,Soltero,Otra
FALSO,F,36,Soltero,Otra
FALSO,F,61,Desconocido,Hosteleria
FALSO,F,61,Desconocido,Hosteleria
FALSO,F,61,Desconocido,Hosteleria
VERDADERO,F,31,Casado,Ejecutivo
FALSO,F,31,Casado,Ejecutivo
FALSO,F,31,Casado,Ejecutivo
FALSO,F,31,Casado,Ejecutivo
FALSO,F,28,Casado,Otra
FALSO,F,28,Casado,Otra
FALSO,F,28,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,40,Casado,Otra
FALSO,F,28,Soltero,Profesional
FALSO,F,28,Soltero,Profesional
VERDADERO,M,22,Soltero,Comerciantes
VERDADERO,M,22,Soltero,Comerciantes
FALSO,M,22,Soltero,Comerciantes
FALSO,M,22,Soltero,Comerciantes
FALSO,M,23,Soltero,Otra
FALSO,M,23,Soltero,Otra
FALSO,M,23,Soltero,Otra
FALSO,M,23,Soltero,Otra
VERDADERO,M,34,Soltero,Otra
VERDADERO,M,34,Soltero,Otra
FALSO,M,34,Soltero,Otra
FALSO,M,40,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,F,24,Soltero,Estudiante
FALSO,F,24,Soltero,Estudiante
FALSO,M,44,Desconocido,Comerciantes
FALSO,M,44,Desconocido,Comerciantes
FALSO,M,44,Desconocido,Comerciantes
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,F,25,Desconocido,Ventas
FALSO,F,25,Desconocido,Ventas
FALSO,F,25,Desconocido,Ventas
FALSO,F,25,Desconocido,Ventas
FALSO,F,28,Casado,Otra
FALSO,F,28,Casado,Otra
FALSO,F,39,Casado,Retail
FALSO,F,39,Casado,Retail
FALSO,F,39,Casado,Retail
FALSO,M,27,Soltero,Profesional
VERDADERO,M,27,Soltero,Profesional
FALSO,F,67,Casado,Jubilado
FALSO,F,67,Casado,Jubilado
FALSO,M,53,Casado,Otra
FALSO,M,53,Casado,Otra
FALSO,M,53,Casado,Otra
FALSO,M,53,Casado,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,24,Soltero,Profesional
FALSO,F,24,Soltero,Profesional
FALSO,F,24,Soltero,Profesional
FALSO,F,28,Soltero,Retail
FALSO,F,28,Soltero,Retail
FALSO,F,27,Casado,Ejecutivo
FALSO,F,27,Casado,Ejecutivo
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,M,35,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,32,Casado,Otra
FALSO,F,53,Casado,Retail
FALSO,F,53,Casado,Retail
FALSO,F,53,Casado,Retail
FALSO,M,44,Soltero,Profesional
FALSO,M,44,Soltero,Profesional
VERDADERO,M,20,Soltero,Otra
FALSO,M,20,Soltero,Otra
VERDADERO,M,20,Soltero,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,M,32,Casado,Ejecutivo
VERDADERO,M,40,Casado,Ventas
FALSO,M,40,Casado,Ventas
VERDADERO,M,40,Casado,Ventas
FALSO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,F,39,Soltero,Otra
FALSO,F,39,Soltero,Otra
VERDADERO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,M,29,Casado,Ejecutivo
FALSO,F,25,Casado,Otra
FALSO,F,25,Casado,Otra
FALSO,F,30,Casado,Ejecutivo
VERDADERO,F,30,Casado,Ejecutivo
FALSO,F,30,Casado,Ejecutivo
VERDADERO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,36,Casado,Otra
FALSO,M,36,Casado,Otra
FALSO,M,33,Casado,Ejecutivo
VERDADERO,M,33,Casado,Ejecutivo
FALSO,M,33,Casado,Ejecutivo
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
VERDADERO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,F,22,Casado,Otra
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Otra
VERDADERO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,M,23,Soltero,Comerciantes
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,35,Desconocido,Otra
FALSO,F,35,Desconocido,Otra
FALSO,F,35,Desconocido,Otra
VERDADERO,F,35,Desconocido,Otra
FALSO,F,47,Casado,Ejecutivo
FALSO,F,47,Casado,Ejecutivo
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
VERDADERO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,F,20,Soltero,Ventas
FALSO,F,20,Soltero,Ventas
FALSO,F,30,Desconocido,Otra
FALSO,F,30,Desconocido,Otra
FALSO,F,30,Desconocido,Otra
FALSO,F,30,Desconocido,Otra
FALSO,F,45,Casado,Otra
FALSO,F,45,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,62,Casado,Otra
FALSO,F,62,Casado,Otra
FALSO,F,62,Casado,Otra
FALSO,F,65,Desconocido,Hosteleria
FALSO,F,65,Desconocido,Hosteleria
FALSO,F,65,Desconocido,Hosteleria
FALSO,F,23,Soltero,Estudiante
FALSO,F,23,Soltero,Estudiante
FALSO,M,38,Casado,Profesional
FALSO,M,38,Casado,Profesional
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,F,21,Soltero,Hosteleria
FALSO,F,21,Soltero,Hosteleria
VERDADERO,F,21,Soltero,Hosteleria
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
VERDADERO,M,41,Casado,Ejecutivo
FALSO,M,41,Casado,Ejecutivo
FALSO,M,41,Casado,Ejecutivo
FALSO,F,29,Desconocido,Profesional
FALSO,F,29,Desconocido,Profesional
FALSO,F,29,Desconocido,Profesional
FALSO,F,29,Desconocido,Profesional
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,38,Casado,Ejecutivo
FALSO,M,35,Casado,Ventas
